Algorithm name,Sn(%),Sp(%),Accuracy(%)
nb,91.2,75.63025210084034,83.60655737704919
ada,94.39999999999999,78.15126050420169,86.47540983606558
ht,92.80000000000001,76.47058823529412,84.8360655737705
rf,94.39999999999999,76.47058823529412,85.65573770491804
smo,92.80000000000001,88.23529411764706,90.57377049180327
bagg,93.60000000000001,71.42857142857143,82.78688524590164
