Algorithm name,Sn(%),Sp(%),Accuracy(%)
nb,83.2,68.0672268907563,75.81967213114754
ada,80.80000000000001,77.31092436974791,79.09836065573771
ht,82.39999999999999,68.90756302521008,75.81967213114754
rf,89.60000000000001,66.38655462184873,78.27868852459017
smo,76.0,74.78991596638656,75.40983606557377
bagg,84.8,64.70588235294117,75.0
